"UNIQUE_REFERENCE_NUMBER"|"NAME"|"POINTX_CLASSIFICATION_CODE"|"FEATURE_EASTING"|"FEATURE_NORTHING"|"POSITIONAL_ACCURACY_CODE"|"UPRN"|"TOPOGRAPHIC_TOID"|"TOPOGRAPHIC_TOID_VERSION"|"ITN_EASTING"|"ITN_NORTHING"|"ITN_TOID"|"ITN_TOID_VERSION"|"DISTANCE"|"ADDRESS_DETAIL"|"STREET_NAME"|"LOCALITY"|"GEOGRAPHIC_COUNTY"|"POSTCODE"|"VERIFIED_ADDRESS"|"ADMINISTRATIVE_BOUNDARY"|"TELEPHONE_NUMBER"|"URL"|"BRAND"|"QUALIFIER_TYPE"|"QUALIFIER_DATA"|"PROVENANCE"|"DATE_OF_SUPPLY"
111300612|"Martin & Co"|"02110192"|292038.4|92344|1|""|"0001000012320455"|8|292059.3|92359.4|"4000000025321079"|"4"|26|"68"|"South Street"|"Exeter"|"Devon"|"EX1 1EE"|"Y"|"Exeter District"|"01392254488"|"www.martinco.com"|"Martin & Co"|""|""|"Local Data Company"|"01-DEC-2014"
16153749|"Public Telephone"|"06340460"|291962|93898|3|""|"Not Assigned"|0|291962.5|93897.9|"5000005114430743"|"1"|0.5|"Prince Of Wales Road"|""|"Exeter"|"Devon"|"EX4 4PL"|"N"|"Exeter District"|"01392258320"|""|""|""|""|"UK Payphone Directory"|"01-DEC-2014"
16154051|"Public Telephone"|"06340460"|292215|93953|3|""|"Not Assigned"|0|292212.9|93954|"5000005105559474"|"1"|2.3|"University Of Exeter"|"St Germans Road (Ransom Pickard Hall)"|"Exeter"|"Devon"|"EX4 6TH"|"N"|"Exeter District"|"01392436186"|""|""|""|""|"UK Payphone Directory"|"01-DEC-2014"
103927504|"Civic Centre"|"02100167"|292445.9|92788.2|1|""|"0001000012317917"|6|292440.6|92814.7|"4000000025346070"|"8"|27|"Civic Centre"|"Paris Street"|"Exeter"|"Devon"|"EX1 1JN"|"Y"|"Exeter District"|"01392277888"|""|""|""|""|"Beechwood House Publishing Ltd"|"01-DEC-2014"
103915993|"Inspired Dental Care"|"05280368"|292184|92825|1|""|"1000002070827093"|1|292198.7|92804.6|"4000000025295481"|"8"|25.2|"246"|"High Street"|"Exeter"|"Devon"|"EX4 3NZ"|"Y"|"Exeter District"|"01392256205"|""|""|""|""|"Beechwood House Publishing Ltd"|"01-DEC-2014"
18793197|"Signal Post"|"10540740"|292763|93552|2|""|"Not Assigned"|0|292755.7|93563.2|"4000000025321313"|"3"|13.3|""|""|""|"Devon"|"EX4"|"N"|"Exeter District"|""|""|""|""|""|"Ordnance Survey"|"01-DEC-2014"
18793211|"Signal Post"|"10540740"|292092|93110|2|""|"Not Assigned"|0|292112.4|93126.2|"4000000025306104"|"4"|26|""|""|""|"Devon"|"EX4"|"N"|"Exeter District"|""|""|""|""|""|"Ordnance Survey"|"01-DEC-2014"
18199204|"Cricket Ground"|"04240302"|292158|93737|1|""|"1000002062255948"|4|292205|93809|"4000000025295517"|"5"|86|""|""|""|"Devon"|"EX4"|"N"|"Exeter District"|""|""|""|""|""|"Ordnance Survey"|"01-DEC-2014"
18033652|"Tank"|"07410539"|292300|92256|2|""|"Not Assigned"|0|292297.1|92255.7|"4000000025439452"|"1"|2.9|""|""|""|"Devon"|"EX2"|"N"|"Exeter District"|""|""|""|""|""|"Ordnance Survey"|"01-DEC-2014"
21064769|"Cash Machine (Lloyds TSB Bank plc)"|"02090141"|292115.9|92777.6|1|""|"Not Assigned"|0|292131.4|92756.2|"4000000025295481"|"8"|26.4|"234"|"High Street"|"Exeter"|"Devon"|"EX4 3NL"|"Y"|"Exeter District"|""|""|""|"Public Accessibility"|"ATM inside a location that is accessible in approximate office hours, including branch customer area"|"VocaLink"|"01-DEC-2014"
21841046|"The Pyramids"|"10590732"|292706|92793|1|""|"Not Assigned"|0|292707.9|92797.3|"4000000025321253"|"4"|4.7|""|""|""|"Devon"|"EX1"|"N"|"Exeter District"|""|""|""|"SMS Number"|"dvndmpjg"|"Department for Transport"|"01-DEC-2014"
21841209|"Iddesleigh Road"|"10590732"|292947|93579|1|""|"Not Assigned"|0|292951.7|93577.3|"4000000025336259"|"4"|5|""|""|""|"Devon"|"EX4"|"N"|"Exeter District"|""|""|""|"SMS Number"|"dvndmtaw"|"Department for Transport"|"01-DEC-2014"
21842688|"Bus Station"|"10590732"|292464|92859|1|""|"Not Assigned"|0|292435.5|92863.6|"4000000025321226"|"6"|28.9|""|""|""|"Devon"|"EX1"|"N"|"Exeter District"|""|""|""|"SMS Number"|"dvndmjtp"|"Department for Transport"|"01-DEC-2014"
111012474|"St James Park (Devon) Rail Station"|"10570738"|292631|93482|1|""|"Not Assigned"|0|292634|93517.2|"4000000025321311"|"6"|35.4|""|""|""|"Devon"|"EX4"|"N"|"Exeter District"|""|""|""|""|""|"Department for Transport"|"01-DEC-2014"
41247031|"Christ Church"|"06340459"|292858.9|93237.8|1|""|"0001000012323768"|4|292854.6|93234.7|"4000000025306119"|"3"|5.3|""|"Grosvenor Place"|"Exeter"|"Devon"|"EX1"|"N"|"Exeter District"|""|""|""|"Religion"|"Not Identified (Christian)"|"PointX"|"01-DEC-2014"
41263547|"Parr Street"|"10540736"|292785|93053|1|""|"1000002062264166"|5|292795.7|93042.6|"4000000025346131"|"4"|14.9|"Parr Street"|""|"Exeter"|"Devon"|"EX1 2BE"|"N"|"Exeter District"|""|""|""|""|""|"Department for Transport (Parking)"|"01-DEC-2014"
47989317|"Yummy House"|"01020018"|292079.3|92307|1|""|"0001000012320475"|6|292091.4|92315.9|"4000000025321079"|"4"|15|"59"|"South Street"|"Exeter"|"Devon"|"EX1 1EE"|"Y"|"Exeter District"|"01392255715"|""|""|""|""|"118 Information"|"01-DEC-2014"
47954150|"White Hart Hotel"|"01020034"|292048.3|92336.8|1|""|"0001000012320461"|6|292066.2|92350|"4000000025321079"|"4"|22.3|"66"|"South Street"|"Exeter"|"Devon"|"EX1 1EE"|"Y"|"Exeter District"|"01392279897"|""|""|""|""|"118 Information"|"01-DEC-2014"
48080920|"Real India Restaurant"|"01020043"|292042.6|92406.3|1|""|"0001000012320421"|6|292029.9|92395.3|"4000000025336056"|"3"|16.8|"28"|"South Street"|"Exeter"|"Devon"|"EX1 1EB"|"Y"|"Exeter District"|"01392211999"|"www.realindiaexeter.co.uk"|""|"Restaurant Type"|"Indian Restaurant"|"118 Information"|"01-DEC-2014"
48789893|"Seasons"|"09470672"|292572.4|93230.9|1|""|"0001000012323059"|5|292563.2|93236.6|"4000000025321244"|"4"|10.8|"8"|"Well Street"|"Exeter"|"Devon"|"EX4 6QR"|"Y"|"Exeter District"|"01392201282"|"www.seasons4food.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
48919781|"Poundstretcher Ltd"|"09480701"|292502.7|93052.3|1|""|"0001000012322906"|9|292515|93039.5|"4000000025321220"|"4"|17.7|"35-36"|"Sidwell Street"|"Exeter"|"Devon"|"EX4 6NS"|"Y"|"Exeter District"|"01392426317"|"www.poundstretcher.co.uk"|"Poundstretcher"|""|""|"118 Information"|"01-DEC-2014"
48761030|"River Island"|"09460656"|292260.1|92822.3|1|""|"0001000012317959"|7|292247.8|92839.6|"4000000025295481"|"8"|21.2|"1-3"|"High Street"|"Exeter"|"Devon"|"EX4 3LF"|"Y"|"Exeter District"|"08448269785"|"www.riverisland.com"|"River Island"|""|""|"118 Information"|"01-DEC-2014"
48963541|"Mortimers Jewellers"|"09480712"|291993.5|92771.7|1|""|"0001000012290456"|5|291982.5|92762.6|"4000000025321251"|"4"|14.3|"87"|"Queen Street"|"Exeter"|"Devon"|"EX4 3RP"|"Y"|"Exeter District"|"01392279994"|"www.mortimersjewellers.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
48781357|"Primetime of Exeter Ltd"|"07420588"|292684.8|92374.2|1|""|"0001000012318636"|3|292685.3|92365.3|"4000000025321105"|"4"|8.9|"27"|"Magdalen Road"|"Exeter"|"Devon"|"EX2 4TA"|"Y"|"Exeter District"|"01392207707"|""|""|""|""|"118 Information"|"01-DEC-2014"
54534187|"Western Steeplejacks"|"02030060"|291744.2|93037.8|1|""|"0001000012294360"|4|291758|93048.8|"4000000025306012"|"8"|17.6|"Queensgate House 48"|"Queen Street"|"Exeter"|"Devon"|"EX4 3SR"|"Y"|"Exeter District"|"01392219360"|"www.westernsteeplejacks.com"|""|""|""|"118 Information"|"01-DEC-2014"
54780626|"Gilbert Stephens Solicitors LLP"|"02090154"|292389.2|92683.9|1|""|"0001000012317900"|5|292371.1|92684.9|"4000000025321227"|"5"|18.1|"15-17"|"Southernhay East"|"Exeter"|"Devon"|"EX1 1QE"|"Y"|"Exeter District"|"01392424242"|"www.gilbertstephens.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
54930814|"Homecourt House"|"05280373"|291671.4|92424.6|1|""|"0001000012291815"|6|291649.8|92436|"4000000025335867"|"5"|24.4|""|"Bartholomew Street West"|"Exeter"|"Devon"|"EX4 3AD"|"Y"|"Exeter District"|"01392217649"|""|""|""|""|"118 Information"|"01-DEC-2014"
54840602|"The Lxs at Centre Stage"|"02100156"|291980.3|92438.1|1|""|"0001000012291426"|6|291992.5|92445.8|"4000000025306045"|"5"|14.4|"83"|"South Street"|"Exeter"|"Devon"|"EX1 1EQ"|"Y"|"Exeter District"|"01392213217"|"www.centrestage-exeter.com"|""|""|""|"118 Information"|"01-DEC-2014"
54756947|"Charteris Treasury Portfolio Managers Ltd"|"02090147"|292402.3|92642.4|1|""|"0001000012317862"|4|292399|92649|"4000000025321239"|"3"|7.4|"1A"|"Barnfield Crescent"|"Exeter"|"Devon"|"EX1 1QT"|"Y"|"Exeter District"|"01392422184"|"www.charteris.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
68744746|"Exeter C V S & Volunteer Centre"|"05320403"|292406.2|93080|1|""|"0001000012324810"|4|292422.3|93070|"4000000025336204"|"4"|19|"Wat Tyler House"|"King William Street"|"Exeter"|"Devon"|"EX4 6PD"|"Y"|"Exeter District"|"01392202055"|"www.exetercvs.org.uk"|""|""|""|"118 Information"|"01-DEC-2014"
68753910|"Samaritans"|"05290358"|291650.7|93004.8|1|""|"0001000012294401"|6|291643.8|93012.9|"4000000025458659"|"2"|10.6|"10"|"Richmond Road"|"Exeter"|"Devon"|"EX4 4JA"|"Y"|"Exeter District"|"01392411711"|"www.samaritans.org"|"Samaritans"|""|""|"118 Information"|"01-DEC-2014"
68785447|"Exeter City a F C Football in the Community Scheme"|"05320400"|292752.4|93343.7|1|""|"0001000012323663"|4|292758.3|93351.1|"4000000025321327"|"3"|9.5|"St. James Park"|"Stadium Way"|"Exeter"|"Devon"|"EX4 6PX"|"Y"|"Exeter District"|"01392255611"|"www.exetercityfc.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
78309253|"Winkworth"|"02110190"|292308|92607|1|""|"0001000012317705"|4|292321.5|92603.2|"4000000025321085"|"4"|14|"23"|"Southernhay West"|"Exeter"|"Devon"|"EX1 1PR"|"Y"|"Exeter District"|"01392422320"|"www.winkworth.co.uk"|"Winkworth"|""|""|"118 Information"|"01-DEC-2014"
80814257|"Words 4 Business"|"02080127"|291620.5|93304.2|1|""|"0001000012293976"|3|291615.3|93284.5|"4000000025306030"|"5"|20.4|"9"|"Howell Road"|"Exeter"|"Devon"|"EX4 4LG"|"Y"|"Exeter District"|"01392423607"|"www.words4business.com"|""|""|""|"118 Information"|"01-DEC-2014"
95725150|"Maple Installations"|"02140214"|291003.5|92021|1|""|"0001000012292712"|6|291000|92036.3|"4000000025320869"|"4"|15.7|"27"|"Maple Road"|"Exeter"|"Devon"|"EX4 1BP"|"Y"|"Exeter District"|"01392422902"|""|""|""|""|"118 Information"|"01-DEC-2014"
95716077|"Ladbrokes Plc"|"04220279"|292461.1|92955|1|""|"0001000012318186"|5|292442.1|92973|"4000000025306105"|"6"|26.2|"167-168"|"Sidwell Street"|"Exeter"|"Devon"|"EX4 6RH"|"Y"|"Exeter District"|"08000223454"|"www.ladbrokes.com"|"Ladbrokes"|""|""|"118 Information"|"01-DEC-2014"
103311789|"West Avenue"|"05280373"|292275.4|93728.2|1|""|"0001000012322254"|4|292257.7|93698.8|"4000000025306125"|"4"|34.3|"32"|"West Avenue"|"Exeter"|"Devon"|"EX4 4SD"|"Y"|"Exeter District"|"01392270760"|"www.moduscare.com"|""|""|""|"118 Information"|"01-DEC-2014"
105209449|"Bluebird Care"|"06330429"|292951.7|93708.8|1|""|"0001000012321810"|4|292922.4|93679.6|"4000000025295486"|"5"|41.4|"Zone 5 Wrentham Business Centre"|"Prospect Park"|"Exeter"|"Devon"|"EX4 6NA"|"Y"|"Exeter District"|"01392426006"|"www.bluebirdcare.co.uk"|"Bluebird Care"|""|""|"118 Information"|"01-DEC-2014"
105226429|"British Heart Foundation"|"09480714"|292552.5|93008.2|1|""|"0001000012317534"|12|292530.3|92987.1|"4000000025336187"|"5"|30.6|""|"Cheeke Street"|"Exeter"|"Devon"|"EX1 2DD"|"Y"|"Exeter District"|"08448489608"|"www.bhf.org.uk"|"British Heart Foundation"|""|""|"118 Information"|"01-DEC-2014"
105223793|"Hunter Structures Ltd"|"02060094"|292269.2|92488.3|1|""|"0001000012320530"|5|292284.3|92482.6|"4000000025306052"|"4"|16.2|"6"|"Southernhay West"|"Exeter"|"Devon"|"EX1 1JG"|"Y"|"Exeter District"|"01392254024"|""|""|""|""|"118 Information"|"01-DEC-2014"
108280366|"National Windscreens"|"02130212"|292642.6|93092.2|1|""|"0001000012323738"|5|292626.7|93076.3|"4000000025346125"|"3"|22.5|""|"Summerland Street"|"Exeter"|"Devon"|"EX1 2AT"|"Y"|"Exeter District"|"01392308055"|"www.nationalwindscreens.co.uk"|"National Windscreens"|""|""|"118 Information"|"01-DEC-2014"
108337275|"G M Design Ltd"|"02080117"|292155.7|92909.9|1|""|"0001000012318279"|5|292137.2|92900.6|"4000000025336203"|"4"|20.7|"Bradninch Hall"|"Castle Street"|"Exeter"|"Devon"|"EX4 3PL"|"Y"|"Exeter District"|"01392340460"|"www.gm-design.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
108322907|"Picturehouse Cinemas"|"04250308"|291658.2|92369.7|1|""|"0001000012291783"|5|291635.8|92348.9|"4000000025320941"|"6"|30.6|"51"|"Bartholomew Street West"|"Exeter"|"Devon"|"EX4 3AJ"|"Y"|"Exeter District"|"08719025730"|"www.picturehouses.co.uk"|"Picturehouse Cinemas"|""|""|"118 Information"|"01-DEC-2014"
109077396|"Costa Coffee"|"01020013"|291912.6|92752.8|1|""|"0001000012290863"|4|291898.8|92768.5|"4000000025429246"|"2"|20.9|"34-35"|"Guildhall Shopping Centre"|"Exeter"|"Devon"|"EX4 3NJ"|"Y"|"Exeter District"|"01392493244"|"www.costa.co.uk"|"Costa"|""|""|"118 Information"|"01-DEC-2014"
109100495|"Chapter 1"|"02110191"|292334.3|93037.7|1|""|"0001000012323922"|3|292315.8|93041.8|"4000000025336184"|"4"|18.9|"Portland House 56"|"Longbrook Street"|"Exeter"|"Devon"|"EX4 6AH"|"Y"|"Exeter District"|"01392491902"|"www.chapter1.org.uk"|"Chapter 1"|""|""|"118 Information"|"01-DEC-2014"
111231665|"Care Links 247 Ltd"|"02050078"|292398.8|92319.9|1|""|"1000002070301836"|4|292414.4|92322.5|"4000000025321094"|"3"|15.8|"2 Charlotte Mews"|"Pavilion Place"|"Exeter"|"Devon"|"EX2 4HA"|"Y"|"Exeter District"|"01392427548"|"www.clrecruitment247.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
111221858|"Natural Health Practice"|"05280330"|292910.6|92681|1|""|"0001000012316846"|2|292888.3|92691.4|"4000000025321265"|"5"|24.6|"2a"|"Spicer Road"|"Exeter"|"Devon"|"EX1 1SX"|"Y"|"Exeter District"|"01392499364"|"www.naturalhealthexeter.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
114140978|"Span Scaffolding"|"02600099"|291209.6|93641.4|1|""|"0001000012293679"|5|291214.5|93617.6|"4000000025321028"|"4"|24.3|"Never End"|"Taddyforde Court"|"Exeter"|"Devon"|"EX4 4AR"|"Y"|"Exeter District"|"07768792012"|""|""|""|""|"118 Information"|"01-DEC-2014"
118128961|"Charterbank Capital"|"02090150"|292262.4|92474.3|1|""|"0001000012320532"|6|292278.8|92468.1|"4000000025306052"|"4"|17.5|"4"|"Southernhay West"|"Exeter"|"Devon"|"EX1 1JG"|"Y"|"Exeter District"|"01392434156"|"www.charterbank.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
118120315|"learndirect"|"05320403"|292262.9|92944.4|1|""|"0001000012318275"|4|292276.1|92952.2|"4000000025306102"|"5"|15.3|"Brittany House"|"New North Road"|"Exeter"|"Devon"|"EX4 4EP"|"Y"|"Exeter District"|"01392425000"|"www.learndirect.co.uk"|"learndirect"|""|""|"118 Information"|"01-DEC-2014"
118129471|"Girling Jones"|"02050078"|292070.5|92094.1|1|""|"0001000012320186"|6|292063.3|92082.1|"4000000025306054"|"3"|14|"Kings Wharf"|"The Quay"|"Exeter"|"Devon"|"EX2 4AN"|"Y"|"Exeter District"|"01392493347"|"www.girlingjones.com"|""|""|""|"118 Information"|"01-DEC-2014"
55558869|"Pond"|"03580803"|291677|93756|1|""|"1000002062028903"|4|291649.3|93725|"4000000025306027"|"9"|41.6|""|""|""|"Devon"|"EX4"|"N"|"Exeter District"|""|""|""|"Area in sq m"|"15"|"Ordnance Survey"|"01-DEC-2014"
64403738|"Pcs"|"06340461"|292791|93267|1|""|"1000002070782517"|1|292784.3|93255.8|"4000000025351717"|"4"|13|""|""|""|"Devon"|"EX4"|"N"|"Exeter District"|""|""|""|""|""|"Ordnance Survey"|"01-DEC-2014"
64066887|"Electricity Sub Station"|"06340433"|292914|92534|2|""|"Not Assigned"|0|292904.1|92539|"4000000025306114"|"3"|11.1|""|""|""|"Devon"|"EX1"|"N"|"Exeter District"|""|""|""|""|""|"Ordnance Survey"|"01-DEC-2014"
68587631|"Letter Box"|"06340457"|292386|92046|1|""|"1000002062243781"|5|292391.6|92044.4|"4000000025346019"|"4"|5.9|""|""|""|"Devon"|"EX2"|"N"|"Exeter District"|""|""|""|""|""|"Ordnance Survey"|"01-DEC-2014"
95435757|"Razor"|"02100156"|291738.9|92374.8|1|""|"0001000012291796"|5|291750.1|92365.9|"4000000025320942"|"6"|14.4|"143"|"Fore Street"|"Exeter"|"Devon"|"EX4 3AN"|"Y"|"Exeter District"|""|""|""|""|""|"Local Data Company"|"01-DEC-2014"
95493161|"Scope"|"09480714"|292527.9|93079.6|1|""|"0001000012322912"|5|292541.6|93064.4|"4000000025321220"|"4"|20.5|"41"|"Sidwell Street"|"Exeter"|"Devon"|"EX4 6NS"|"Y"|"Exeter District"|"01392211285"|"www.scope.org.uk"|"Scope"|""|""|"Local Data Company"|"01-DEC-2014"
105189509|"Csw"|"06330418"|291796|92976|1|""|"0001000012290718"|17|291808.3|92985.6|"4000000025306012"|"8"|15.6|"1, 37-39, Queen Street"|"City Centre"|"Exeter"|"Devon"|"EX4 3SR"|"N"|"Exeter District"|""|""|""|""|""|"Local Data Company"|"01-DEC-2014"
108235358|"Kodak Express"|"02100177"|291972.8|92675.3|1|""|"0001000012290351"|3|291998.1|92647.3|"4000000025460692"|"1"|37.7|"14"|"Waterbeer Street"|"Exeter"|"Devon"|"EX4 3EH"|"Y"|"Exeter District"|"01392214199"|"www.kodakexpress.com/united-kingdom/home.php"|"Kodak Express"|""|""|"Local Data Company"|"01-DEC-2014"
111299912|"The New Horizon Coffee Shop"|"01020025"|292319.4|93110.8|1|""|"0001000012323934"|3|292332.7|93106.9|"4000000025336185"|"3"|13.8|"47"|"Longbrook Street"|"Exeter"|"Devon"|"EX4 6AW"|"Y"|"Exeter District"|""|""|""|""|""|"Local Data Company"|"01-DEC-2014"
16153881|"Public Telephone"|"06340460"|291573|92866|1|""|"Not Assigned"|0|291579.2|92871.5|"4000000025345954"|"4"|8.3|"St. David's Hill"|""|"Exeter"|"Devon"|"EX4 3RG"|"N"|"Exeter District"|"01392277377"|""|""|""|""|"UK Payphone Directory"|"01-DEC-2014"
16154067|"Public Telephone"|"06340460"|291166|93175|3|""|"Not Assigned"|0|291166.2|93175|"4000000025335964"|"4"|0.2|"Brunel Close"|""|"Exeter"|"Devon"|"EX4 4BT"|"N"|"Exeter District"|"01392437506"|""|""|""|""|"UK Payphone Directory"|"01-DEC-2014"
16153835|"Public Telephone"|"06340460"|292784|93278|1|""|"Not Assigned"|0|292779.2|93281.5|"4000000025336262"|"4"|5.9|"Junction Of Sidwell Street & Old Tiverton Road"|""|"Exeter"|"Devon"|"EX4 6LB"|"N"|"Exeter District"|"01392274215"|""|""|""|""|"UK Payphone Directory"|"01-DEC-2014"
16448543|"Lloyds Pharmacy"|"05280364"|292810.3|92388.5|1|""|"0001000012318602"|4|292811.4|92377.2|"4000000025321104"|"4"|11.4|"71"|"Magdalen Road"|"Exeter"|"Devon"|"EX2 4TA"|"Y"|"Exeter District"|"01392273157"|"www.lloydspharmacy.com"|"Lloyds Pharmacy"|""|""|"Beechwood House Publishing Ltd"|"01-DEC-2014"
21064201|"Cash Machine (Lloyds TSB Bank plc)"|"02090141"|291374.6|92021.7|1|""|"Not Assigned"|0|291367.5|92048.8|"4000000025439405"|"1"|28|"13"|"St. Thomas Centre"|"Exeter"|"Devon"|"EX4 1DF"|"Y"|"Exeter District"|""|""|""|"Public Accessibility"|"Through the wall with 24 hour accessibility, opens onto public throughfare"|"VocaLink"|"01-DEC-2014"
105020592|"Cash Machine (National Westminster Bank/NatWest)"|"02090141"|291818.6|93966.7|1|""|"Not Assigned"|0|291786|94064|"4000000025321421"|"7"|102.6|""|"Stocker Road"|"Exeter"|"Devon"|"EX4 4SZ"|"Y"|"Exeter District"|""|""|""|"Public Accessibility"|"Unknown"|"VocaLink"|"01-DEC-2014"
21046508|"Exeter Citizens Advice Bureau"|"05290358"|292406.2|93080|1|""|"0001000012324810"|4|292422.3|93070|"4000000025336204"|"4"|19|"3"|"King William Street"|"Exeter"|"Devon"|"EX4 6PD"|"Y"|"Exeter District"|"08444111444"|"www.exetercab.org.uk"|""|""|""|"National Association of Citizens Advice Bureaux"|"01-DEC-2014"
21841125|"High Street"|"10590732"|292157|92782|1|""|"Not Assigned"|0|292160.5|92777.2|"4000000025295481"|"8"|5.9|""|""|""|"Devon"|"EX4"|"N"|"Exeter District"|""|""|""|"SMS Number"|"dvndmjap"|"Department for Transport"|"01-DEC-2014"
21841118|"Sidwell Street"|"10590732"|292426|92958|1|""|"Not Assigned"|0|292427|92957.1|"4000000025306105"|"6"|1.3|""|""|""|"Devon"|"EX4"|"N"|"Exeter District"|""|""|""|"SMS Number"|"dvndmjpt"|"Department for Transport"|"01-DEC-2014"
27228403|"Bus Station"|"10590732"|292502|92896|1|""|"Not Assigned"|0|292482.5|92916.4|"4000000025321226"|"6"|28.2|""|""|""|"Devon"|"EX1"|"N"|"Exeter District"|""|""|""|"SMS Number"|"dvngjgjp"|"Department for Transport"|"01-DEC-2014"
47068571|"St Martin's Church"|"06340459"|292104|92656|1|""|"0001000012317793"|4|292102.7|92635.4|"4000000025450492"|"3"|20.7|""|""|"Exeter"|"Devon"|"EX1"|"N"|"Exeter District"|""|""|""|"Religion"|"Not Identified (Christian)"|"PointX"|"01-DEC-2014"
45456466|"Stover Court"|"10540736"|292579|93033|1|""|"1000002062264751"|4|292591.9|93019.6|"4000000025336200"|"3"|18.6|"Bampfylde Street"|""|"Exeter"|"Devon"|"EX1 2DD"|"N"|"Exeter District"|""|""|""|""|""|"Department for Transport (Parking)"|"01-DEC-2014"
104156340|"Wi-Fi Hotspot (The Cloud)"|"06340802"|292086.6|92668.3|1|""|"0001000012317827"|7|292080.2|92633.9|"4000000025447581"|"4"|35|"1-3"|"Martins Lane"|"Exeter"|"Devon"|"EX1 1EY"|"Y"|"Exeter District"|""|""|""|""|""|"The Cloud"|"01-DEC-2014"
47952297|"Redcliffe House"|"02110191"|292672.1|92418.7|1|""|"0001000012318680"|3|292647|92420.1|"4000000025321118"|"3"|25.1|"43"|"Denmark Road"|"Exeter"|"Devon"|"EX1 1SH"|"Y"|"Exeter District"|"01392215567"|"www.westcountryha.org.uk"|""|""|""|"118 Information"|"01-DEC-2014"
48730590|"Feathers of Isca"|"09460656"|291697.4|92277|1|""|"0001000012291718"|6|291686.4|92285.8|"4000000025351571"|"3"|14.1|"1"|"New Bridge Street"|"Exeter"|"Devon"|"EX4 3JW"|"Y"|"Exeter District"|"01392216166"|""|""|""|""|"118 Information"|"01-DEC-2014"
48864967|"Thomas Moore Toymaster"|"09480686"|291822.6|92422|1|""|"1000002070862637"|1|291807.3|92435|"4000000025320943"|"5"|20.1|"102-104"|"Fore Street"|"Exeter"|"Devon"|"EX4 3JB"|"Y"|"Exeter District"|"01392255711"|"www.thomasmooretoymaster.co.uk"|"Toymaster"|""|""|"118 Information"|"01-DEC-2014"
48976804|"This Is It"|"09480717"|291920.8|92613.2|1|""|"0001000012290376"|5|291941.1|92595.4|"4000000025460692"|"1"|27|"193"|"High Street"|"Exeter"|"Devon"|"EX4 3DU"|"Y"|"Exeter District"|"01392479517"|"www.thisisitstores.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
48751067|"Polka Dot Gallery"|"09460659"|292059.6|92669.5|1|""|"0001000012317815"|5|292045|92686|"4000000025460692"|"1"|22|"12"|"Martins Lane"|"Exeter"|"Devon"|"EX1 1EY"|"Y"|"Exeter District"|"01392276500"|""|""|""|""|"118 Information"|"01-DEC-2014"
48808402|"Market Carpets"|"09480675"|291892.4|92444.4|1|""|"1000002070797616"|3|291886.8|92437.7|"4000000025345894"|"3"|8.7|""|"Market Street"|"Exeter"|"Devon"|"EX1 1BW"|"Y"|"Exeter District"|"01392272580"|"www.marketcarpets.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
49760259|"Exeter Visitor Information & Tickets"|"03200268"|292392.1|92787.3|1|""|"1000002070809059"|4|292392|92788.1|"4000000025458628"|"3"|0.8|""|"Dix's Field"|"Exeter"|"Devon"|"EX1 1GF"|"Y"|"Exeter District"|"01392665770"|""|""|""|""|"118 Information"|"01-DEC-2014"
54540514|"A B A Text UK Ltd"|"02040070"|292832|92926.9|1|""|"0001000012317392"|3|292845|92915.4|"4000000025384265"|"7"|17.3|"13"|"Clifton Road"|"Exeter"|"Devon"|"EX1 2BR"|"Y"|"Exeter District"|"01392428094"|""|""|""|""|"118 Information"|"01-DEC-2014"
54779710|"Spectrum Creative Hair Design"|"02100156"|292052|92399|1|""|"1000002070862734"|1|292037.5|92386.5|"4000000025336056"|"3"|19.1|"29a-32"|"South Street"|"Exeter"|"Devon"|"EX1 1EB"|"Y"|"Exeter District"|"01392424455"|""|""|""|""|"118 Information"|"01-DEC-2014"
54733554|"Mirada"|"02080134"|292070.5|92094.1|1|""|"0001000012320186"|6|292063.3|92082.1|"4000000025306054"|"3"|14|"Kings Wharf"|"The Quay"|"Exeter"|"Devon"|"EX2 4AN"|"Y"|"Exeter District"|"01392428500"|"www.mirada.tv"|""|""|""|"118 Information"|"01-DEC-2014"
54899462|"Stratton Creber Countrywide Lettings"|"02110192"|291951.6|92469.8|1|""|"0001000012291413"|6|291941.7|92462.8|"4000000025321083"|"3"|12.1|"90a"|"South Street"|"Exeter"|"Devon"|"EX1 1EN"|"Y"|"Exeter District"|"01392308488"|"www.strattoncreber.co.uk/toletoffice/exeter/889/"|"Countrywide"|""|""|"118 Information"|"01-DEC-2014"
